,location,total_cases,total_deaths,total_cases_per_million,total_deaths_per_million,reproduction_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,abdala,coviran_barekat,cansino,covaxin,epivaccorona,johnson_johnson,medigen,moderna,oxford_astrazeneca,pfizer_biontech,qazvac,sinopharm_beijing,sinopharm_hayatvax,sinopharm_wuhan,sinovac,soberana02,sputnik_v,zf2001,PC 1,PC 2,PC 3,Class
145,Serbia,762933,7292.0,112120.249,1071.629,1.4,0.0,0.0,0.0,0.0,0.0,0.0,6804596,80.291,41.2,17.366,0.0,14048.881,0.0,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0.7348223695077565,-0.6402401918960585,1.742348555320987,4
146,Seychelles,20038,102.0,202588.212,1031.241,0.95,0.0,0.0,0.0,0.0,0.0,0.0,98910,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,0.0,3.6,73.4,0.796,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.11450559778429745,-0.82415917647843,0.5330075389587625,4
147,Sierra Leone,6367,121.0,782.058,14.862,0.71,0.0,0.0,0.0,0.0,0.0,0.0,8141343,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,0.0,54.7,0.452,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-4.129930561358389,-0.08057100963944472,-0.7619754250753084,1
148,Singapore,67620,55.0,11467.462,9.327,1.68,8890717.0,4601255.0,4434945.0,150.77,78.03,75.21,5896684,7915.731,42.4,12.922,7.049,85535.383,0.0,92.243,10.99,5.2,28.3,0.0,2.4,83.62,0.938,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4.3164574601945445,-1.1759379760669386,0.6203774199808754,0
149,Slovakia,394923,12548.0,72320.604,2297.863,1.43,4555737.0,2383452.0,2172285.0,83.43,43.65,39.78,5460726,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,0.0,5.82,77.54,0.86,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3.620123375073981,-1.339123540012931,0.03331715302813117,0
150,Slovenia,267198,4450.0,128539.493,2140.737,1.34,1897585.0,992573.0,905012.0,91.29,47.75,43.54,2078723,102.619,44.5,19.062,12.93,31400.84,0.0,153.493,7.25,20.1,25.0,0.0,4.5,81.32,0.917,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4.058274854743825,-1.5659037411254526,-0.0072463813832422605,0
151,Solomon Islands,20,0.0,28.409,0.0,0.0,83441.0,62891.0,20550.0,11.85,8.93,2.92,703995,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,0.0,0.0,35.89,1.4,73.0,0.567,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-3.5067980791922038,0.08372423778483772,0.3470452200564842,1
152,Somalia,17466,977.0,1067.637,59.721,1.31,0.0,0.0,0.0,0.0,0.0,0.0,16359500,23.5,16.8,2.731,1.496,0.0,0.0,365.769,6.05,0.0,0.0,9.831,0.9,57.4,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-4.185721486697114,0.028918254381587374,-0.6565890510411319,1
153,South Africa,2777659,82261.0,46261.936,1370.058,0.83,12568525.0,9418185.0,5985293.0,20.93,15.69,9.97,60041996,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.3215059886964334,0.43754889640004546,-0.8867150247853123,4
154,South Korea,253445,2292.0,4939.949,44.674,0.96,43826835.0,29280843.0,15751140.0,85.42,57.07,30.7,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,0.0,12.27,83.03,0.916,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3.748227406836446,-0.6589847971087796,0.04887978569228945,0
155,South Sudan,11436,120.0,1004.799,10.544,0.99,0.0,0.0,0.0,0.0,0.0,0.0,11381377,0.0,19.2,3.441,2.032,1569.888,0.0,280.775,10.43,0.0,0.0,0.0,0.0,57.85,0.433,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-3.4742935245677193,-0.2157631824307317,-0.8501990109122766,1
156,Spain,4855065,84340.0,103862.297,1804.249,0.77,66130220.0,36533328.0,33376693.0,141.47,78.15,71.4,46745211,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,0.0,2.97,83.56,0.904,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,6.114726995145484,0.23655371634430267,-1.4047227513290284,0
157,Sri Lanka,440302,9185.0,20481.729,427.263,0.98,20126990.0,12423579.0,7703411.0,93.63,57.79,35.83,21497306,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,0.0,3.6,76.98,0.782,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1.1727779314822397,-0.31463749534959856,0.4791590056036343,4
158,Sudan,37709,2831.0,839.669,63.038,0.39,0.0,0.0,0.0,0.0,0.0,0.0,44909351,23.258,19.7,3.548,2.034,4466.507,0.0,431.388,15.67,0.0,0.0,23.437,0.8,65.31,0.51,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,-2.9090916578807686,0.13339695718683472,0.2873791180318993,1
159,Suriname,29293,721.0,49498.309,1218.321,1.37,337124.0,202440.0,134684.0,56.97,34.21,22.76,591798,3.612,29.6,6.933,4.229,13767.119,0.0,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11150841195718765,-0.6179943100751869,0.4855376642080971,4
160,Sweden,1126813,14692.0,110905.056,1446.04,1.24,12598988.0,6894288.0,5703510.0,124.0,67.86,56.14,10160159,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,0.0,2.22,82.8,0.945,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4.805635022615674,-1.3978264826299935,-0.5988262381436077,0
161,Switzerland,779666,10899.0,89457.465,1250.532,1.03,9615905.0,4981785.0,4454717.0,110.33,57.16,51.11,8715494,214.243,43.1,18.436,12.644,57410.166,0.0,99.739,5.59,22.6,28.9,0.0,4.53,83.78,0.955,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.951602058662282,-1.3220952460042414,0.06573094601602163,0
162,Syria,27915,2013.0,1527.438,110.146,1.28,0.0,0.0,0.0,0.0,0.0,0.0,18275704,0.0,21.7,0.0,2.577,0.0,0.0,376.264,0.0,0.0,0.0,70.598,1.5,72.7,0.567,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,-3.2234316861845036,0.07493380927150056,0.36625094514855894,1
163,Taiwan,15995,835.0,670.509,35.003,0.82,10958966.0,10038004.0,920962.0,45.94,42.08,3.86,23855008,0.0,42.2,0.0,8.353,0.0,0.0,103.957,0.0,0.0,0.0,0.0,0.0,80.46,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1.7156821385994472,-0.6499718094045246,-2.50043094621024,1
164,Tajikistan,17252,125.0,1769.504,12.821,0.64,2808056.0,2009748.0,798308.0,28.8,20.61,8.19,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,0.0,0.0,72.704,4.8,71.1,0.668,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,-2.00512340825631,-0.17421422045267,0.18348130834354717,1
165,Tanzania,1367,50.0,22.228,0.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61498438,64.699,17.7,3.108,1.874,2683.304,49.1,217.288,5.75,3.3,26.7,47.953,0.7,65.46,0.529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.3397290625982943,0.19226423431057807,-0.8219824044263856,1
166,Thailand,1204729,11589.0,17222.508,165.673,0.9,0.0,0.0,0.0,0.0,0.0,0.0,69950844,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.7149207369186168,-0.0381947726771834,0.646588405193263,4
167,Timor,16682,67.0,12413.357,49.856,0.97,588299.0,389989.0,198310.0,43.78,29.02,14.76,1343875,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1.6463694805747913,-0.21746784681511278,0.64482064814048,4
168,Togo,21261,185.0,2507.713,21.821,1.21,0.0,0.0,0.0,0.0,0.0,0.0,8478242,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-3.6719753609886907,-0.24460118035080586,-1.16306053812969,1
169,Trinidad and Tobago,44847,1291.0,31956.556,919.926,0.95,908632.0,509516.0,399116.0,64.75,36.31,28.44,1403374,266.886,36.2,10.014,5.819,28763.071,0.0,228.467,10.97,0.0,0.0,89.443,3.0,73.51,0.796,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.24323250306970903,-0.5992230417309591,0.509013655289768,4
170,Tunisia,664034,23451.0,55633.975,1964.767,0.94,0.0,0.0,0.0,0.0,0.0,0.0,11935764,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0.05177700427703236,-0.07621362503482404,1.2275604167530865,4
171,Turkey,6388301,56710.0,75118.714,666.841,0.8,94167554.0,48271065.0,37089601.0,110.73,56.76,43.61,85042736,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,0.0,2.81,77.69,0.82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.518124655092321,1.7035219664582215,-0.14827798866232433,4
172,Uganda,119915,3012.0,2544.695,63.917,0.18,0.0,0.0,0.0,0.0,0.0,0.0,47123533,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-3.7614435458601334,-0.06102148026559225,-1.3037044516500478,1
173,Ukraine,2384564,57004.0,54859.405,1311.437,1.19,9239171.0,5413770.0,3825401.0,21.26,12.45,8.8,43466822,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,0.0,8.8,72.06,0.779,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1.977556008213247,-0.2542410153150548,0.7441540940659388,4
174,United Arab Emirates,718370,2041.0,71901.114,204.282,0.93,18158991.0,0.0,0.0,181.75,0.0,0.0,9991083,112.442,34.0,1.144,0.526,67293.483,0.0,317.84,17.26,1.2,37.4,0.0,1.2,77.97,0.89,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0.2524584258184406,0.808509796141861,4.244491033299591,4
175,United Kingdom,6821356,132859.0,100009.451,1947.876,1.04,90997895.0,48087908.0,42909987.0,133.41,70.5,62.91,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,0.0,2.54,81.32,0.932,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5.448071458431221,1.0968603881349668,-1.7866944177327042,0
176,United States,39198131,640189.0,117742.133,1922.98,1.1,370212027.0,205026070.0,174121529.0,110.08,60.96,51.77,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,8.10060894411249,11.834191800078559,-6.446288201709449,2
177,Uruguay,384934,6032.0,110449.702,1730.771,1.11,5587408.0,2665770.0,2508312.0,160.32,76.49,71.97,3485152,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14.0,19.9,0.0,2.8,77.91,0.817,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3.507350170143518,-1.1507874379935303,-0.04830198403432729,0
178,Uzbekistan,156394,1082.0,4608.53,31.884,0.94,0.0,0.0,0.0,0.0,0.0,0.0,33935765,76.134,28.2,4.469,2.873,6253.104,0.0,724.417,7.57,1.3,24.7,0.0,4.0,71.72,0.72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-2.527852122845983,1.5598216896037846,4.4460833053435325,4
179,Vanuatu,4,1.0,12.72,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314464,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,0.0,70.47,0.609,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-3.3596977963176657,0.0587851817839707,0.6168941913171152,1
180,Venezuela,334343,4010.0,11647.574,139.697,1.01,0.0,0.0,0.0,0.0,0.0,0.0,28704947,36.253,29.0,6.614,3.915,16745.022,0.0,204.85,6.47,0.0,0.0,0.0,0.8,72.06,0.711,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,-2.1132168106227667,1.0715889191461632,3.106442493608354,4
181,Vietnam,462096,11064.0,4707.156,112.704,1.1,19966724.0,17347538.0,2619186.0,20.34,17.67,2.67,98168829,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,-0.6984143424639669,0.18188794096506797,0.8389083590960613,4
182,Yemen,7869,1472.0,258.079,48.277,1.31,0.0,0.0,0.0,0.0,0.0,0.0,30490639,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,49.542,0.7,66.12,0.47,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-3.0540283751480795,-0.18747880831196062,-0.4364518770276721,1
183,Zambia,206327,3602.0,10904.854,190.374,0.72,0.0,0.0,0.0,0.0,0.0,0.0,18920657,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-3.6499616647325,-0.13493381232434196,-0.8272761285702792,1
184,Zimbabwe,124773,4419.0,8267.399,292.801,0.58,4219824.0,2582405.0,1637419.0,27.96,17.11,10.85,15092171,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,-3.1750822381687422,0.26331853172387587,0.3609300930224252,1
